"RECNUM","AdoptMomAge","AdoptDadAge","ADPFAMST","MomRace","DadRace","Transracial"
"261856000000",50,NA,3,1,99,1
"261857000000",37,41,1,7,7,3
"261861000000",56,NA,3,2,99,0
"261864000000",55,56,1,2,2,0
"261864000000",55,56,1,2,2,0
"261866000000",34,41,1,1,1,0
"261866000000",26,29,1,5,5,3
"261868000000",46,49,1,7,7,0
"261871000000",NA,NA,NA,99,99,9
"261873000000",61,NA,3,2,99,0
"261874000000",47,NA,3,2,99,0
"261877000000",65,63,1,2,2,0
"261882000000",NA,NA,NA,99,99,9
"261882000000",61,NA,3,2,99,0
"261883000000",57,46,1,1,1,9
"261883000000",49,NA,3,2,99,0
"261884000000",60,NA,3,2,99,0
"261885000000",51,38,2,7,2,0
"261885000000",46,NA,3,2,99,0
"261887000000",70,71,1,2,2,2
"261887000000",70,71,1,2,2,2
"261889000000",53,35,1,1,1,9
"261889000000",53,35,1,1,1,9
"261889000000",59,54,1,1,1,0
"261889000000",64,70,2,1,1,0
"261893000000",48,56,1,7,7,2
"261893000000",60,NA,3,2,99,0
"261894000000",43,46,1,1,1,0
"261894000000",50,40,1,1,1,0
"261894000000",45,45,1,1,1,0
"261894000000",55,NA,3,7,99,9
"261895000000",42,42,1,1,1,9
"261899000000",64,NA,3,2,99,0
"261899000000",35,35,1,1,1,0
"261899000000",55,66,1,2,2,0
"261900000000",53,61,1,7,7,0
"261900000000",35,34,1,1,1,1
"261901000000",40,40,1,1,1,1
"261902000000",34,NA,3,2,99,0
"261906000000",52,49,2,2,2,0
"261913000000",41,44,1,1,7,0
"261918000000",46,45,2,1,1,0
"261919000000",60,73,1,7,7,3
"261921000000",47,NA,3,2,99,0
"261922000000",43,NA,3,1,99,1
"261923000000",43,NA,3,2,99,0
"261924000000",46,45,1,1,1,0
"261925000000",40,45,1,1,1,1
"261928000000",31,32,1,1,1,9
"261930000000",38,40,1,1,1,9
"261933000000",34,32,1,1,1,1
"261934000000",43,53,1,2,2,2
"261934000000",51,NA,3,1,99,0
"261936000000",45,44,1,1,1,0
"261937000000",37,NA,3,1,99,0
"261942000000",63,NA,3,7,99,3
"261944000000",30,32,1,1,1,0
"261944000000",53,NA,3,7,99,3
"261945000000",36,34,1,7,7,3
"261946000000",38,38,1,1,1,9
"261952000000",59,41,2,7,7,0
"261953000000",53,50,1,1,1,9
"261954000000",38,NA,3,7,99,9
"261955000000",45,44,1,1,1,0
"261955000000",51,50,1,1,1,1
"261955000000",67,NA,3,2,99,0
"261956000000",41,52,1,1,1,0
"261956000000",48,54,1,1,1,0
"261959000000",24,28,1,1,1,0
"261960000000",57,56,1,1,1,0
"261960000000",30,30,1,1,1,9
"261960000000",45,NA,3,2,99,0
"261961000000",48,44,1,1,1,0
"261961000000",48,44,1,1,1,0
"261961000000",48,NA,3,2,99,9
"261962000000",63,NA,3,2,99,3
"261963000000",38,32,1,1,99,9
"261965000000",35,NA,3,2,99,2
"261966000000",37,32,1,2,2,2
"261975000000",33,34,1,1,1,0
"261976000000",42,NA,3,2,99,0
"261978000000",50,52,1,7,7,0
"261979000000",50,49,1,1,1,0
"261980000000",58,60,1,1,1,0
"261981000000",47,NA,3,2,99,9
"261981000000",37,37,1,99,99,9
"261982000000",61,NA,3,2,99,0
"261983000000",30,NA,3,1,99,9
"261985000000",51,51,1,1,1,0
"261985000000",51,51,1,1,1,0
"261986000000",46,51,1,2,2,0
"261987000000",48,51,1,1,1,1
"261989000000",70,NA,3,7,99,2
"261990000000",70,70,1,2,2,0
"261993000000",49,NA,3,2,99,0
"261995000000",43,56,1,7,7,0
"261999000000",35,36,1,7,7,0
"262002000000",53,45,1,2,2,0
"262007000000",35,32,1,1,1,0
"262009000000",50,55,1,2,2,0
"262011000000",30,45,1,1,7,0
"262011000000",34,34,1,1,1,0
"262012000000",46,NA,3,1,99,0
"262014000000",NA,NA,NA,99,99,9
"262016000000",38,NA,3,2,99,0
"262018000000",55,49,1,1,1,9
"262019000000",37,45,1,1,1,0
"262020000000",52,60,1,2,2,0
"262020000000",49,48,1,1,1,1
"262021000000",50,44,1,1,1,9
"262023000000",56,56,1,2,2,0
"262023000000",56,56,1,2,2,0
"262023000000",33,NA,4,7,99,9
"262024000000",57,63,1,1,1,9
"262030000000",63,49,1,1,1,1
"262030000000",63,49,1,1,1,1
"262032000000",50,49,1,2,7,0
"262034000000",41,44,1,1,1,0
"262034000000",49,NA,3,7,99,3
"262036000000",53,57,1,1,1,9
"262037000000",30,NA,3,1,99,9
"262040000000",33,33,1,1,1,0
"262041000000",58,57,1,1,1,0
"262044000000",51,NA,3,2,99,0
"262051000000",47,49,1,1,1,0
"262052000000",57,NA,3,2,99,0
"262065000000",43,40,1,1,1,1
"262065000000",47,47,1,1,1,0
"262068000000",33,32,2,1,1,1
"262069000000",43,52,1,7,7,2
"262070000000",39,NA,3,1,99,0
"262072000000",40,30,2,1,1,0
"262072000000",52,NA,3,7,99,3
"262072000000",34,43,1,1,1,0
"262075000000",41,37,2,1,7,0
"262077000000",44,NA,4,2,99,0
"262077000000",40,NA,3,7,99,3
"262080000000",50,52,1,1,1,9
"262081000000",39,43,1,1,1,1
"262081000000",56,58,1,2,2,0
"262087000000",45,50,1,2,2,0
"262089000000",56,56,1,1,1,0
"262100000000",49,46,2,1,1,1
"262100000000",49,46,2,1,1,9
"262101000000",46,NA,3,7,99,3
"262103000000",48,46,1,7,1,0
"262104000000",50,NA,3,7,99,3
"262105000000",38,39,1,1,1,0
"262106000000",47,NA,3,2,99,0
"262106000000",45,NA,3,2,99,0
"262107000000",38,39,1,1,1,1
"262107000000",49,NA,3,7,99,3
"262108000000",49,51,1,1,1,9
"262108000000",49,48,1,1,1,0
"262108000000",49,48,1,1,1,0
"262108000000",49,48,1,1,1,0
"262111000000",34,NA,4,7,99,0
"262113000000",63,54,1,1,1,0
"262113000000",61,NA,3,7,99,3
"262114000000",50,37,1,1,1,0
"262114000000",51,52,1,2,2,0
"262116000000",45,40,1,1,1,9
"262117000000",55,53,1,1,1,0
"262117000000",49,NA,3,2,99,0
"262120000000",28,27,1,1,1,9
"262126000000",45,NA,3,1,99,1
"262126000000",40,39,1,1,1,1
"262129000000",54,47,1,1,1,9
"262131000000",58,61,1,2,2,9
"262131000000",40,NA,3,1,99,9
"262133000000",36,38,2,1,1,1
"262133000000",38,38,1,1,1,9
"262134000000",48,55,1,1,2,9
"262136000000",36,41,1,1,1,0
"262136000000",38,NA,3,7,99,0
"262137000000",35,35,1,1,1,0
"262138000000",55,NA,3,2,99,0
"262140000000",55,60,1,1,1,0
"262140000000",72,47,1,1,1,1
"262148000000",32,NA,3,1,99,0
"262149000000",42,NA,3,2,99,0
"262149000000",37,37,1,1,1,0
"262152000000",65,NA,3,2,99,2
"262155000000",32,32,1,1,1,0
"262157000000",54,41,1,7,7,3
"262158000000",46,NA,3,2,99,0
"262160000000",54,43,2,1,1,9
"262164000000",33,36,1,1,1,0
"262165000000",26,NA,3,1,99,0
"262165000000",47,47,1,1,1,1
"262166000000",45,46,1,1,1,0
"262166000000",53,NA,3,1,99,0
"262166000000",41,NA,3,2,99,0
"262173000000",35,NA,3,1,99,0
"262173000000",42,37,1,1,1,0
"262178000000",43,46,1,1,1,0
"262183000000",40,38,1,1,7,0
"262185000000",48,47,1,1,1,0
"262185000000",60,NA,3,2,99,0
"262185000000",48,49,1,1,1,0
"262189000000",39,NA,3,1,99,0
"262192000000",NA,NA,NA,99,99,9
"262195000000",30,31,1,1,1,0
"262201000000",43,40,1,2,7,9
"262202000000",51,62,2,99,99,9
"262202000000",61,NA,3,2,99,0
"262213000000",34,NA,3,1,99,0
"262214000000",74,80,1,2,2,0
"262215000000",45,43,1,1,1,0
"262218000000",34,35,1,1,1,0
"262222000000",36,38,1,1,1,0
"262222000000",50,NA,3,7,99,0
"262232000000",54,52,1,1,1,0
"262237000000",52,NA,3,2,99,3
"262244000000",46,NA,3,2,99,0
"262245000000",42,43,2,2,2,3
"262245000000",42,43,2,2,2,3
"262245000000",42,43,2,2,2,3
"262245000000",42,43,2,2,2,3
"262246000000",NA,NA,NA,99,99,9
"262248000000",59,53,1,7,7,0
"262248000000",59,53,1,7,7,0
"262251000000",49,52,1,7,7,0
"262252000000",58,67,1,2,2,2
"262254000000",30,45,1,1,7,0
"262257000000",51,NA,3,7,99,0
"262259000000",53,NA,3,2,99,0
"262259000000",53,NA,3,2,99,0
"262264000000",67,NA,3,7,99,3
"262265000000",54,49,1,1,1,0
"262282000000",43,NA,3,2,99,0
"262285000000",52,NA,3,2,99,2
"262285000000",52,NA,3,2,99,2
"262285000000",52,NA,3,2,99,2
"262285000000",56,50,1,2,2,3
"262285000000",51,NA,3,2,99,0
"262287000000",50,39,1,1,1,0
"262303000000",37,NA,3,2,99,0
"262303000000",37,NA,3,2,99,0
"262303000000",37,NA,3,2,99,0
"262306000000",58,NA,3,2,99,0
"262309000000",58,NA,3,7,99,0
"262310000000",47,48,1,7,7,2
"262313000000",33,NA,3,2,99,0
"262313000000",68,68,1,7,7,3
"262314000000",64,64,1,7,7,0
"262314000000",49,38,1,1,1,0
"262315000000",49,NA,3,7,99,3
"262316000000",37,NA,3,2,99,0
"262317000000",60,58,1,1,1,0
"262321000000",55,NA,4,2,99,0
"262323000000",71,NA,3,2,99,0
"262326000000",53,NA,3,2,99,9
"262330000000",51,NA,3,7,99,0
"262336000000",30,30,1,1,1,0
"262342000000",NA,NA,NA,99,99,9
"262344000000",62,NA,3,7,99,0
"262346000000",45,NA,3,1,99,9
"262347000000",57,NA,3,2,99,0
"262348000000",61,NA,3,2,99,0
"262349000000",57,NA,4,2,99,0
"262352000000",58,NA,3,2,99,0
"262352000000",30,NA,3,1,99,0
"262356000000",70,NA,3,1,99,0
"262360000000",56,57,1,1,1,0
"262361000000",48,50,1,7,7,9
"262364000000",63,NA,3,2,99,0
"262365000000",65,NA,3,2,99,0
"262366000000",56,50,1,2,2,3
"262369000000",51,NA,3,1,99,0
"262375000000",44,44,1,1,1,0
"262375000000",71,73,1,1,1,0
"262381000000",50,50,1,1,7,3
"262381000000",60,NA,3,7,99,3
"262381000000",60,NA,3,7,99,3
"262385000000",58,NA,4,1,99,0
"262386000000",60,NA,3,2,99,0
"262390000000",29,31,2,1,1,9
"262396000000",59,62,1,7,7,0
"262396000000",59,62,1,7,7,0
"262397000000",64,NA,3,1,99,1
"262398000000",59,NA,3,2,99,2
"262402000000",49,NA,3,2,99,0
"262402000000",50,78,1,1,1,9
"262403000000",49,NA,3,7,99,0
"262403000000",49,NA,3,7,99,0
"262405000000",74,78,1,2,2,0
"262405000000",74,78,1,2,2,0
"262410000000",59,NA,3,2,99,0
"262411000000",33,34,1,1,1,1
"262412000000",48,NA,3,2,99,0
"262412000000",32,31,1,4,4,3
"262414000000",50,NA,3,7,99,0
"262417000000",51,59,1,1,7,0
"262418000000",46,NA,3,2,99,0
"262419000000",38,NA,3,2,99,9
"262419000000",69,NA,3,7,99,2
"262420000000",28,30,1,1,1,1
"262422000000",65,NA,3,2,99,0
"262425000000",49,NA,3,1,99,1
"262425000000",53,NA,3,2,99,0
"262429000000",64,NA,3,2,99,0
"262431000000",51,NA,3,1,99,0
"262431000000",59,NA,3,1,99,0
"262435000000",36,NA,3,2,99,0
"262437000000",NA,NA,NA,99,99,9
"262437000000",56,50,1,1,1,0
"262439000000",53,49,1,1,1,9
"262440000000",53,51,1,7,7,0
"262442000000",51,NA,3,2,99,3
"262445000000",29,29,1,1,2,0
"262449000000",38,47,1,7,2,0
"262452000000",NA,NA,NA,99,99,9
"262452000000",NA,NA,NA,99,99,9
"262452000000",49,53,1,1,1,0
"262453000000",30,34,1,1,1,0
"262457000000",46,42,1,1,1,9
"262457000000",56,NA,3,7,99,0
"262458000000",45,35,1,1,1,9
"262463000000",54,NA,3,2,99,0
"262463000000",54,NA,3,2,99,0
"262464000000",49,NA,3,2,99,0
"262467000000",59,NA,3,2,99,0
"262468000000",51,57,1,1,1,0
"262468000000",65,NA,3,2,99,0
"262473000000",56,NA,3,7,99,0
"262474000000",64,64,1,7,7,0
"262478000000",51,NA,3,2,99,0
"262478000000",51,NA,3,2,99,0
"262478000000",51,NA,3,2,99,0
"262481000000",42,NA,3,2,99,9
"262482000000",56,56,1,1,1,0
"262484000000",55,55,1,1,1,0
"262485000000",50,NA,3,2,99,0
"262485000000",50,NA,3,2,99,0
"262485000000",50,NA,3,2,99,0
"262487000000",30,NA,3,1,99,0
"262487000000",NA,NA,NA,99,99,9
"262492000000",32,33,1,1,2,9
"262492000000",50,NA,3,99,99,9
"262497000000",54,NA,3,2,99,0
"262497000000",59,NA,3,2,99,3
"262498000000",49,NA,3,2,99,0
"262499000000",81,NA,3,2,99,0
"262499000000",81,NA,3,2,99,0
"262499000000",53,NA,3,2,99,0
"262499000000",81,NA,3,2,99,0
"262499000000",47,37,1,7,7,0
"262502000000",61,57,1,7,7,0
"262504000000",60,43,1,2,2,0
"262505000000",57,NA,4,2,99,0
"262511000000",57,54,1,1,1,0
"262511000000",40,39,2,1,1,1
"262511000000",44,NA,3,2,99,3
"262517000000",54,60,1,2,2,0
"262517000000",60,NA,3,2,99,0
"262521000000",41,NA,3,2,99,3
"262523000000",54,NA,3,2,99,0
"262526000000",70,NA,3,2,99,3
"262527000000",54,56,1,2,2,0
"262527000000",47,47,1,1,1,0
"262528000000",49,43,1,7,7,2
"262530000000",39,39,1,1,1,0
"262530000000",42,58,1,3,3,0
"262532000000",65,NA,3,2,99,2
"262532000000",53,48,1,1,1,0
"262533000000",49,46,1,1,1,0
"262533000000",49,46,1,1,1,0
"262535000000",43,52,1,7,7,9
"262537000000",57,NA,3,2,99,0
"262539000000",45,45,1,1,1,0
"262546000000",NA,NA,NA,99,99,9
"262547000000",38,NA,3,99,99,9
"262547000000",38,NA,3,99,99,9
"262550000000",65,NA,3,1,99,1
"262552000000",50,NA,3,2,99,0
"262553000000",47,48,1,1,1,0
"262553000000",58,60,1,2,2,3
"262555000000",58,65,1,7,7,0
"262555000000",58,65,1,7,7,0
"262555000000",58,65,1,7,7,0
"262555000000",40,43,1,1,1,0
"262557000000",44,NA,3,99,99,9
"262565000000",43,NA,3,2,99,0
"262565000000",53,51,1,7,2,0
"262568000000",61,62,1,1,1,0
"262568000000",61,62,1,1,1,0
"262568000000",NA,NA,NA,99,99,9
"262574000000",52,NA,3,7,99,9
"262577000000",76,NA,3,2,99,0
"262577000000",76,NA,3,2,99,9
"262579000000",57,NA,3,2,99,0
"262579000000",34,NA,3,2,99,0
"262580000000",64,NA,4,2,99,0
"262580000000",35,NA,3,2,99,0
"262581000000",58,55,1,1,1,0
"262582000000",43,NA,3,2,99,9
"262584000000",53,NA,3,7,99,0
"262586000000",27,28,1,1,1,0
"262587000000",55,65,1,2,2,0
"262589000000",41,41,1,1,1,0
"262591000000",33,41,1,1,1,0
"262596000000",56,NA,3,2,99,0
"262598000000",52,NA,3,2,99,0
"262598000000",52,NA,3,2,99,0
"262600000000",52,NA,3,7,99,0
"262604000000",26,28,1,1,1,9
"262604000000",39,NA,3,1,99,0
"262607000000",56,NA,3,2,99,0
"262609000000",59,53,1,7,7,0
"262610000000",59,NA,3,2,99,0
"262610000000",53,55,1,2,2,0
"262611000000",56,35,1,7,7,3
"262613000000",NA,NA,NA,99,99,9
"262615000000",38,47,1,1,1,0
"262622000000",43,NA,3,2,99,0
"262624000000",34,35,1,1,1,0
"262624000000",54,NA,3,2,99,0
"262629000000",37,NA,3,2,99,9
"262631000000",46,NA,3,2,99,0
"262631000000",46,NA,3,2,99,0
"262631000000",46,NA,3,2,99,0
"262634000000",38,NA,4,2,99,0
"262637000000",37,NA,3,1,99,1
"262638000000",46,NA,3,2,99,0
"262648000000",61,NA,3,2,99,3
"262648000000",61,NA,3,2,99,3
"262659000000",48,NA,3,7,99,3
"262664000000",51,49,1,7,7,0
"262666000000",42,35,1,1,1,0
"262668000000",53,54,1,7,7,0
"262669000000",60,NA,3,2,99,0
"262674000000",46,NA,3,2,99,0
"262674000000",46,NA,3,2,99,0
"262675000000",35,41,1,1,1,0
"262679000000",62,NA,3,2,99,2
"262679000000",44,49,1,7,7,2
"262680000000",50,NA,3,2,99,0
"262683000000",40,38,1,1,1,9
"262686000000",65,NA,3,2,99,0
"262691000000",47,NA,3,2,99,0
"262691000000",48,NA,3,2,99,0
"262695000000",65,NA,3,2,99,0
"262696000000",38,46,1,7,7,3
"262696000000",38,46,1,7,7,9
"262699000000",53,NA,3,7,99,0
"262699000000",53,NA,3,7,99,0
